url,kind,status,title,title_length,description,description_length,canonical,lang,robots,h1_count,types,body_words,body_internal_unique,all_internal_unique,video_facade,channel_ctas
https://realtech.cz/clanky/gpt-5-6-sol-zlevneni/,article,200,OpenAI srazilo cenu GPT-5.6 Sol o víc než 20 %. Platí do 21. listopadu,70,"API a kredity v Codexu i ChatGPT Work jdou na 4 a 20 dolarů za milion tokenů. Předplatné Pro, Plus a Business se nemění. Dlouhý kontext má vlastní tabulku.",155,https://realtech.cz/clanky/gpt-5-6-sol-zlevneni/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",663,1,21,0,6
https://realtech.cz/clanky/gpt-6-astra-vysla/,article,200,"GPT-6 Astra je venku. Dnes hrstka firem, Plus a Pro čekají několik dní",70,"OpenAI 3. září vydal GPT-6 Astra. Přístup zatím dostala omezená skupina organizací, ChatGPT Plus, Pro, Business, API a AWS přijdou v dalších dnech.",147,https://realtech.cz/clanky/gpt-6-astra-vysla/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1011,2,21,0,6
https://realtech.cz/clanky/gpt-live-chatgpt-voice/,article,200,"ChatGPT má nový hlas. GPT-Live poslouchá a mluví zároveň, roluje se všem",72,"OpenAI vyměnila hlasový režim ChatGPT za GPT-Live: model poslouchá a mluví současně, počká, když přemýšlíš, a těžší dotazy nechá spočítat GPT-5.5 na pozadí.",156,https://realtech.cz/clanky/gpt-live-chatgpt-voice/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",303,1,21,0,6
https://realtech.cz/clanky/grok-imagine-image-2-zdarma/,article,200,Grok Imagine Image 2.0 jde na chvíli zdarma. Umí přepsat jen kus obrázku,72,xAI pustilo nový obrázkový model Image 2.0 do Groku a na omezenou dobu ho dává zadarmo.,87,https://realtech.cz/clanky/grok-imagine-image-2-zdarma/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",317,1,21,0,5
https://realtech.cz/clanky/hotelova-wifi-captivecrunch/,article,200,Hotelová Wi-Fi jako past. Falešná aktualizace prohlídne notebook i mikrofon,75,Microsoft popsal kampaň CaptiveCrunch: ruská skupina ovládla přihlašovací stránky hotelových Wi-Fi po celém světě a servíruje malware jako aktualizaci…,151,https://realtech.cz/clanky/hotelova-wifi-captivecrunch/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",340,1,21,0,6
https://realtech.cz/clanky/ios-26-6-87-bezpecnostnich-der/,article,200,"iOS 26.6 je venku. Nudná aktualizace, která zalepuje 87 bezpečnostních děr",74,"Apple vydal iOS 26.6 a iPadOS 26.6. Nové funkce prakticky žádné, zato 87 opravených zranitelností od jádra systému po WebKit a Wi-Fi.",133,https://realtech.cz/clanky/ios-26-6-87-bezpecnostnich-der/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",363,1,21,0,6
https://realtech.cz/clanky/iphone-18-pro-a20-ai/,article,200,iPhone 18 Pro: A20 Pro a variabilní clona. Siri AI v Česku při startu ne,72,"A20 Pro na 2 nm, 32 jader Neural Engine, třikrát větší evaporační komora, clona f/1,48 až f/4,0. Siri AI v EU včetně Česka při startu ne.",137,https://realtech.cz/clanky/iphone-18-pro-a20-ai/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1401,1,20,0,6
https://realtech.cz/clanky/iphone-duo-prvni-skladacka/,article,200,Apple iPhone Duo: první skládačka od 54 990 Kč. Řada 18 Pro v prodeji dřív,74,"První keynote Johna Ternuse 9. 9.: Duo s displeji 7,6″ a 5,4″, čip A20 Pro, v USA od 1999 $. iPhone 18 Pro od 34 990 Kč, předobjednávky 12. 9.",142,https://realtech.cz/clanky/iphone-duo-prvni-skladacka/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",838,0,20,0,6
https://realtech.cz/clanky/jak-delame-videa-s-ai/,article,200,"Jak děláme videa s AI: nástroje, které v RealTechu reálně používáme",67,"Žádná teorie z LinkedInu, reálný pohled do naší kuchyně.",56,https://realtech.cz/clanky/jak-delame-videa-s-ai/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",433,1,21,0,7
https://realtech.cz/clanky/kimi-k3-stop-predplatne/,article,200,"Kimi K3 je tak populární, že ho nejde zaplatit. Moonshot stopnul předplatná",75,"Kimi K3 během 48 hodin od startu zahltil servery Moonshot AI tak, že firma pozastavila nová předplatná.",103,https://realtech.cz/clanky/kimi-k3-stop-predplatne/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",346,1,21,0,6
https://realtech.cz/clanky/meta-australie-zakaz-do-16-let/,article,200,Austrálie zakázala sítě do 16 let. Meta hlásí přes 750 tisíc smazaných účtů,75,Meta zveřejnila čísla z australského zákazu sítí do 16 let: od prosince 2025 do června 2026 zrušila přes 750 tisíc účtů na Facebooku a Instagramu. Věk hlídá AI.,160,https://realtech.cz/clanky/meta-australie-zakaz-do-16-let/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",338,2,22,0,6
https://realtech.cz/clanky/meta-muse-agent-usa/,article,200,Meta vypustil Muse: osobní AI agent posílá maily a platí. Zatím jen USA,71,"Agent běží ve vlastní cloudové VM, napojí se na e-mail, kalendář i platby. Základ zdarma, Power 20 dolarů měsíčně, Maximum 100.",127,https://realtech.cz/clanky/meta-muse-agent-usa/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",806,1,21,0,5
https://realtech.cz/clanky/meta-muse-instagram-fotky/,article,200,"Meta po třech dnech stáhla AI funkci, která brala fotky z cizích Instagramů",75,Nový generátor Muse Image uměl přes @-mention použít veřejné fotky kohokoli na Instagramu. Po vlně kritiky Meta funkci vypnula.,127,https://realtech.cz/clanky/meta-muse-instagram-fotky/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",366,1,21,0,6
https://realtech.cz/clanky/mistral-series-d-3-miliardy-eur/,article,200,"Mistral: Series D za 3 miliardy eur, valuace přes 21 miliard, vede Samsung",74,"Francouzský lab oznámil největší kapitálové kolo evropské tech firmy. Lead Samsung, co-lead EQT Scaleup Europe Fund a PSG Equity.",129,https://realtech.cz/clanky/mistral-series-d-3-miliardy-eur/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",597,0,20,0,5
https://realtech.cz/clanky/muse-spark-13-misto-fable-astra/,article,200,Muse Spark 1.3: kdy dát Meta místo Fable nebo Astry,51,"Meta Muse Spark 1.3 (xhigh) stojí 1,25 / 4,25 dolaru za milion tokenů, AA ji počítá na ~0,55 dolaru za úlohu. Astra je 10 / 50. Levný model na většinu kroků.",157,https://realtech.cz/clanky/muse-spark-13-misto-fable-astra/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",599,1,20,0,6
https://realtech.cz/clanky/nasa-roman-falcon-heavy/,article,200,NASA a SpaceX cílí na neděli 30. 8. 7:26 EDT. Roman na Falcon Heavy je NET,74,NASA i SpaceX píší no earlier than neděli 30. srpna v 7:26 EDT z LC-39A. Teleskop je v krytu v hangáru. Start ještě neproběhl.,126,https://realtech.cz/clanky/nasa-roman-falcon-heavy/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1008,1,20,0,6
https://realtech.cz/clanky/notebooklm-gemini-notebook/,article,200,NotebookLM končí — nové jméno Gemini Notebook,45,Google přejmenoval NotebookLM na Gemini Notebook. Nástroj s 30 miliony uživatelů nově dostává zabezpečený cloudový počítač: sám píše a spouští kód nad vašimi…,158,https://realtech.cz/clanky/notebooklm-gemini-notebook/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",310,1,21,0,6
https://realtech.cz/clanky/nvidia-groq-3-lpx/,article,200,Nvidia má Groq 3 LPX v plné výrobě. Rychlost tokenů jen z cizích testů,70,"Na Hot Chips Nvidia oznámila, že akcelerátor Groq 3 LPX pro inferenci agentů je v plné výrobě.",94,https://realtech.cz/clanky/nvidia-groq-3-lpx/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",854,0,20,0,6
https://realtech.cz/clanky/nvidia-hugging-face-12-9-miliard/,article,200,"Nvidia má podle The Information koupit Hugging Face za 12,9 miliardy dolarů",75,"The Information píše, že se Nvidia dohodla koupit Hugging Face za 12,9 miliardy dolarů. Reuters cituje osobu obeznámenou s dohodou.",131,https://realtech.cz/clanky/nvidia-hugging-face-12-9-miliard/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",945,2,22,0,6
https://realtech.cz/clanky/nvidia-n1x-notebooky/,article,200,"Nvidia postavila procesor do notebooků. Míří na Qualcomm, cílí na MacBook",73,"Poprvé po více než deseti letech dělá Nvidia vlastní hlavní procesor. Čip N1X přináší do ARM Windows grafiku a CUDA — ale má jeden háček, který rozhodne o všem.",160,https://realtech.cz/clanky/nvidia-n1x-notebooky/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",853,1,21,1,5
https://realtech.cz/clanky/openai-agent-hack-hugging-face/,article,200,AI agent OpenAI utekl z testu a hacknul Hugging Face,52,OpenAI testovala kybernetické schopnosti modelů v izolovaném prostředí.,71,https://realtech.cz/clanky/openai-agent-hack-hugging-face/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",322,1,21,0,6
https://realtech.cz/clanky/openai-agenti-dsewiki/,article,200,OpenAI agenti unesli německou wiki a dělali si z ní nástěnku,60,"Výzkumníci našli ~18 000 příspěvků agentů na staré DseWiki. Předávali si odpovědi, obejití izolace a zálohy před mazáním.",121,https://realtech.cz/clanky/openai-agenti-dsewiki/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1181,1,21,0,6
https://realtech.cz/clanky/openai-agents-api-harness/,article,200,OpenAI Agents API: kdy koupit harness a kdy si ho nechat doma,61,"Public beta 10. 9.: managed Codex harness bez zvlášť poplatku. Ciridae 0,71→0,85 a SafetyKit −60 % nákladů jsou jejich čísla.",125,https://realtech.cz/clanky/openai-agents-api-harness/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",706,0,20,0,6
https://realtech.cz/clanky/openai-astra-critical-kyberbezpecnost/,article,200,OpenAI označilo model za „kritický“ v kyberbezpečnosti. Astra má dohled,71,"Interní testy nadcházejícího modelu Astra vyšly tak silně, že OpenAI nedokáže vyloučit nejvyšší stupeň nebezpečnosti podle svého Preparedness Frameworku.",153,https://realtech.cz/clanky/openai-astra-critical-kyberbezpecnost/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",335,1,21,0,6
https://realtech.cz/clanky/openai-bez-ipo-2026/,article,200,"Altman: OpenAI letos na burzu nepůjde. Důvodem je bezpečnost, ne trh",68,Šéf OpenAI ve Fortune poprvé veřejně uzavřel rok 2026: vstup na burzu by teď byl „nevhodná chvíle“ kvůli bezpečnosti AI. Rok 2027 neslíbil.,139,https://realtech.cz/clanky/openai-bez-ipo-2026/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",952,3,23,0,6
https://realtech.cz/clanky/openai-jalapeno-hot-chips/,article,200,OpenAI zveřejnilo první čísla Jalapeña. Násobky na watt jsou firemní,68,"Na Hot Chips OpenAI ukázalo první InferenceX výsledky vlastního inference čipu. 1,5 až 1,9× práce na watt a nižší latenci bereme jako firemní nárok.",148,https://realtech.cz/clanky/openai-jalapeno-hot-chips/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",863,1,19,0,6
https://realtech.cz/clanky/openai-konci-cursor-spacex/,article,200,OpenAI končí s Cursorem. Po akvizici SpaceX vypíná modely 12. listopadu,71,"OpenAI 28. srpna notifikovala SpaceX, že ukončí smlouvu na dodávku modelů do Cursoru. Navrhovaný termín vypnutí je 12. listopad 2026.",133,https://realtech.cz/clanky/openai-konci-cursor-spacex/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1021,1,21,0,6
https://realtech.cz/clanky/openai-mac-mini-studio-agenti/,article,200,OpenAI prý skoupil desítky tisíc Mac mini a Studio. Trénuje na nich agenty,74,The Information: OpenAI v posledních měsících nakoupil desítky tisíc Mac mini a Mac Studio na reinforcement learning a computer-use agenty.,139,https://realtech.cz/clanky/openai-mac-mini-studio-agenti/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",749,1,21,0,6
https://realtech.cz/clanky/openai-misalignment-reports-pet-pravidel-agenti/,article,200,"Modely OpenAI při tréninku klamaly. Pět pravidel, než agentovi svěříš poštu",75,"OpenAI na stránce Misalignment Notices and Reports popisuje, kdy jeho modely při tréninku klamaly.",98,https://realtech.cz/clanky/openai-misalignment-reports-pet-pravidel-agenti/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1030,0,18,0,6
https://realtech.cz/clanky/openai-pauza-rl-treninku-astra/,article,200,OpenAI přiznal dvoutýdenní pauzu v trénování. Největší běh stojí dodnes,71,"Po hacku Hugging Face a zjištění, že model Astra může být kyberkriticky nebezpečný, OpenAI zastavil RL trénink nejnovějších modelů.",131,https://realtech.cz/clanky/openai-pauza-rl-treninku-astra/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",343,2,22,0,6
https://realtech.cz/clanky/openai-research-intern-zari-2026/,article,200,"OpenAI: AI agenti teď udělají 3,1 dne práce za jeden den člověka",64,"Podle vlastních měření OpenAI splnil cíl, který Sam Altman vyhlásil loni v říjnu. Medián výzkumníka utratí za agenty přes 600 dolarů denně, špička přes 7 000.",158,https://realtech.cz/clanky/openai-research-intern-zari-2026/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",789,4,24,0,6
https://realtech.cz/clanky/pixel-11-tensor-g6/,article,200,"Pixel 11 je venku: Tensor G6, sedm let updatů a dioda místo displeje",68,"Google představil Pixel 11, 11 Pro a 11 Pro XL. Ceny od 899 dolarů, prodej od 20. srpna.",88,https://realtech.cz/clanky/pixel-11-tensor-g6/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",401,2,22,0,6
https://realtech.cz/clanky/pixel-watch-detekce-dechu/,article,200,"Pixel Watch zavolá záchranku, když přestaneš dýchat. V Česku zatím ne",69,"Google spustil detekci dechové zástavy na Pixel Watch 4 a 5. Hodinky poznají kritický pokles kyslíku, a když nereaguješ, vytočí tísňovou linku a pošlou polohu.",159,https://realtech.cz/clanky/pixel-watch-detekce-dechu/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",376,0,20,0,6
https://realtech.cz/clanky/poco-m8-vs-m8-pro/,article,200,POCO M8 vs. M8 Pro: má smysl připlatit 2–3 tisíce za Pro verzi?,63,"Otestovali jsme oba telefony — výkon, baterie, foťáky, odolnost i to, který z nich přežil půl hodiny pod vodou. Tady je kompletní srovnání a náš verdikt.",153,https://realtech.cz/clanky/poco-m8-vs-m8-pro/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",710,1,21,1,5
https://realtech.cz/clanky/proc-je-spacex-tak-napred/,article,200,"Proč je SpaceX tak napřed? Pět pravidel inovace, která ostatní ignorují",71,"V roce 2025 vynesla SpaceX 90 % veškeré hmoty na oběžnou dráhu — s 13 tisíci zaměstnanci poráží NASA i Boeing. Rozebrali jsme metodiku, díky které to dokáže.",157,https://realtech.cz/clanky/proc-je-spacex-tak-napred/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",763,2,22,1,5
https://realtech.cz/clanky/rtx-spark-windows-pc-rijen-2026-lokalni-ai-na-co-koukat/,article,200,RTX Spark PC s Windows v říjnu: na co koukat před koupí lokálního AI PC,71,"NVIDIA na IFA 2026 potvrdila RTX Spark PC s Windows na říjen (Lenovo Yoga Pro 9n, Yoga 9n, Acer).",97,https://realtech.cz/clanky/rtx-spark-windows-pc-rijen-2026-lokalni-ai-na-co-koukat/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1098,0,18,0,6
https://realtech.cz/clanky/samsung-flex-titanium-skladacky/,article,200,"Samsung před Unpacked odhalil Flex Titanium. Menší rýha, tenčí skládačky",72,"Samsung ukázal novou konstrukci ohebného displeje s titanem: 20× tužší fólie pod OLED panelem, méně viditelná rýha a nižší spotřeba.",132,https://realtech.cz/clanky/samsung-flex-titanium-skladacky/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",309,1,21,0,6
https://realtech.cz/clanky/samsung-galaxy-card/,article,200,Samsung vydává vlastní kreditku. Galaxy Card kopíruje Apple před Unpacked,73,"Samsung představil svou první kreditní kartu — Galaxy Card s cashbackem až 5 %, kovovým provedením a integrací do Samsung Wallet.",129,https://realtech.cz/clanky/samsung-galaxy-card/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",327,1,21,0,6
https://realtech.cz/clanky/samsung-galaxy-unpacked-cervenec/,article,200,Samsung svolává Unpacked na 22. července. Heslo naznačuje nový tvar,67,"Samsung oficiálně potvrdil letní Galaxy Unpacked — 22. července v Londýně, stream od 15:00 našeho času. Heslo akce napovídá, že nepůjde jen o další Fold a Flip.",160,https://realtech.cz/clanky/samsung-galaxy-unpacked-cervenec/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",311,1,21,0,6
https://realtech.cz/clanky/samsung-galaxy-z-fold8-flip8-prodej/,article,200,Samsung pouští Fold8 a Flip8 do prodeje. Nejzajímavější je AirDrop,66,"Galaxy Z Fold8 Ultra, Fold8, Flip8 a nové hodinky jdou od 7. srpna do prodeje ve 106 zemích.",92,https://realtech.cz/clanky/samsung-galaxy-z-fold8-flip8-prodej/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",341,2,22,0,6
https://realtech.cz/clanky/samsung-unpacked-fold8-watch9/,article,200,"Samsung otočil skládačku na šířku. Tři Galaxy Z, dvoje hodinky, od 10 tisíc",75,"Unpacked v Londýně: Fold 8 Ultra s 8"" displejem a 200MP foťákem, Fold 8 na šířku, tenčí Flip 8 a hodinky Watch 9 a Ultra 2 s AI asistentem.",139,https://realtech.cz/clanky/samsung-unpacked-fold8-watch9/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",382,1,21,0,6
https://realtech.cz/clanky/sony-fx5-cinema-line/,article,200,Sony FX5: 5K open gate a interní RAW z kamer za miliony v těle za 115 tisíc,75,"Sony vyplnila díru mezi FX3 a FX6. FX5 má poprvé v kompaktním těle 5K open gate a interní 16bit X-OCN RAW z rodiny VENICE, tři základní ISO a 4K až 240 fps.",156,https://realtech.cz/clanky/sony-fx5-cinema-line/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",342,1,21,0,6
https://realtech.cz/clanky/spacex-nvidia-starmind-ai1/,article,200,SpaceX dá Nvidii na oběžnou dráhu. Starmind AI1 má být datacentrum v kosmu,74,"SpaceX a Nvidia společně staví výpočetní jádro satelitu Starmind AI1 s čipy Rubin a Vera. Cílem je konstelace, která by časem mohla čítat až milion satelitů.",157,https://realtech.cz/clanky/spacex-nvidia-starmind-ai1/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",385,1,21,0,6
https://realtech.cz/clanky/spacex-starbase-louisiana/,article,200,SpaceX oznámilo Starbase Louisiana za 100 miliard. Rozpis výdajů chybí,70,Čtvrtá a největší základna SpaceX má stát na Pecan Island.,58,https://realtech.cz/clanky/spacex-starbase-louisiana/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1073,3,23,0,6
https://realtech.cz/clanky/spacex-starfall-raketova-doprava/,article,200,SpaceX testuje doručování raketou: balík kamkoliv na světě do hodiny,68,"Falcon 9 vynesl disk jménem Starfall, kapsli, která shodí náklad z oběžné dráhy kamkoliv na Zemi. Armáda navíc platí SpaceX za dopravu 100 tun přes půl planety.",160,https://realtech.cz/clanky/spacex-starfall-raketova-doprava/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",629,1,21,1,5
https://realtech.cz/clanky/starlink-1gbs-2026/,article,200,"Starlink míří na 1 Gb/s. Co chystá SpaceX v roce 2026: V3, volání, letadla",74,"Přes 9 milionů uživatelů, 9 500 satelitů a medián 200 Mb/s. Letos přicházejí satelity V3 s 10× vyšší kapacitou, gigabitové tarify a Direct to Cell.",147,https://realtech.cz/clanky/starlink-1gbs-2026/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",468,2,22,1,5
https://realtech.cz/clanky/starlink-grok-voice-hovory/,article,200,Starlink: Grok Voice bere přes 15 tisíc hovorů denně. Čísla jsou firemní,72,"SpaceXAI píše, že Grok Voice vyřídí přes 15 000 příchozích hovorů denně a přes 3 000 objednávek týdně. PCMag našel stejný bot i na lince 1-888-GO-STARLINK.",155,https://realtech.cz/clanky/starlink-grok-voice-hovory/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",783,1,21,0,6
https://realtech.cz/clanky/starlink-konkurenti/,article,200,Kdo porazí Starlink? Velké srovnání pěti konkurentů,51,"Amazon, Evropa, Čína i Rusko staví vlastní satelitní internet. Prošli jsme všech pět projektů — kdo má reálnou šanci a co z toho bude mít český uživatel.",153,https://realtech.cz/clanky/starlink-konkurenti/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",677,2,21,1,5
https://realtech.cz/clanky/starlink-mini-test/,article,200,"Starlink Mini v testu: internet do batohu, který utáhne i powerbanka",68,"Nejmenší anténa Starlinku váží necelé kilo a půl, zprovozníš ji za 30 minut a bere jen 20–30 W.",95,https://realtech.cz/clanky/starlink-mini-test/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",388,2,21,1,5
https://realtech.cz/clanky/starlink-mini-vs-standard/,article,200,Starlink Mini vs. Standard: neudělejte při nákupu chybu,55,"Testujeme oba Starlinky a rozdíly jdou hlouběji než velikost: napájení, chování v dešti, priorita tarifu i to, který se hodí na střechu a který do auta.",152,https://realtech.cz/clanky/starlink-mini-vs-standard/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",351,1,20,1,5
https://realtech.cz/clanky/starlink-v-cesku-pruvodce/,article,200,"Starlink v Česku 2026: průvodce. Ceny, spotřeba a pro koho se vyplatí",69,"Půl roku testujeme Starlink Standard i Mini. Aktuální české tarify (od 745 Kč měsíčně), kolik reálně sežere elektřiny, jak funguje v dešti a kdy dává větší…",156,https://realtech.cz/clanky/starlink-v-cesku-pruvodce/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",563,3,22,1,5
https://realtech.cz/clanky/starship-flight-13-starlink-v3/,article,200,Starship poprvé vypustil satelity Starlink V3. Návrat boosteru ale nevyšel,74,"Třináctý testovací let Starship v noci na sobotu poprvé vysadil 20 ostrých satelitů Starlink V3, hardware pro gigabitové rychlosti.",131,https://realtech.cz/clanky/starship-flight-13-starlink-v3/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",324,2,22,0,6
https://realtech.cz/clanky/starship-flight-14-prvni-orbita/,article,200,Starship Flight 14 míří na první oběžnou dráhu. Okno od 15. září,64,"Žádosti SpaceX u FCC pro čtrnáctý let Starship počítají s druhým stupněm na orbitě a s oknem od 15. září 2026. Je to povolení pro vysílačky, ne pro start.",154,https://realtech.cz/clanky/starship-flight-14-prvni-orbita/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1574,3,22,0,5
https://realtech.cz/clanky/starship-flight-14-super-heavy-static-fire/,article,200,SpaceX vypálil Super Heavy na všech 33 motorů. Booster 21 chystá Flight 14,74,V noci na sobotu SpaceX na Starbase odpalil Super Heavy na plnou dobu se všemi 33 motory. Booster 21 je na rampě kvůli čtrnáctému letu.,135,https://realtech.cz/clanky/starship-flight-14-super-heavy-static-fire/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",955,2,22,0,5
https://realtech.cz/clanky/starship-ship-40-vanocni-ostrov/,article,200,Starship po 24 dnech na moři doplul k Vánočnímu ostrovu. Vrací se celý,70,Ship 40 přistál v Indickém oceánu 24. července a nepotopil se.,62,https://realtech.cz/clanky/starship-ship-40-vanocni-ostrov/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",369,0,20,0,6
https://realtech.cz/clanky/strana/2/,archive,200,Všechny články – strana 2 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 2.",112,https://realtech.cz/clanky/strana/2/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,28,0,4
https://realtech.cz/clanky/strana/3/,archive,200,Všechny články – strana 3 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 3.",112,https://realtech.cz/clanky/strana/3/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
https://realtech.cz/clanky/strana/4/,archive,200,Všechny články – strana 4 — REALTECH CZ,39,"Všechny články a analýzy REALTECH CZ — AI, drony, Starlink, mobily a hardware bez marketingových řečí. Strana 4.",112,https://realtech.cz/clanky/strana/4/,cs,max-image-preview:large,1,"BreadcrumbList,CollectionPage,ItemList,ListItem",0,0,29,0,4
